,Y,X,Species,Tissue,Status,Count,Height,PlotN
2868,2,2,XXXothermoss,NA,Live,NA,NA,SP20
2869,2,3,XXXothergram,Leaf,Live,3,24.1,SP20
2870,2,3,XXXothergram,Leaf,Live,2,NA,SP20
2871,2,3,Salix arctica,Leaf,Live,1,NA,SP20
2872,2,3,XXXlitter,NA,Dead,NA,NA,SP20
2873,2,3,XXXothermoss,NA,Live,NA,NA,SP20
2874,2,4,Equisetum,Leaf,Live,1,20.4,SP20
2875,2,4,XXXothergram,Leaf,Live,4,NA,SP20
2876,2,4,XXXlitter,NA,Dead,NA,NA,SP20
2877,2,4,XXXothermoss,NA,Live,NA,NA,SP20
2878,2,5,XXXothergram,Leaf,Live,1,18.2,SP20
2879,2,5,XXXothergram,Leaf,Live,3,NA,SP20
2880,2,5,XXXlitter,NA,Dead,NA,NA,SP20
2881,2,5,XXXothermoss,NA,Live,NA,NA,SP20
2882,2,6,XXXothergram,Leaf,Live,3,23.1,SP20
2883,2,6,Equisetum,Leaf,Live,2,NA,SP20
2884,2,6,Equisetum,Leaf,Live,1,NA,SP20
2885,2,6,XXXothergram,Leaf,Live,5,NA,SP20
2886,2,6,XXXlitter,NA,Dead,NA,NA,SP20
2887,2,6,XXXothermoss,NA,Live,NA,NA,SP20
2888,3,1,XXXothergram,Leaf,Live,2,24.8,SP20
2889,3,1,XXXothergram,Leaf,Live,9,NA,SP20
2890,3,1,Salix arctica,Stem,Live,1,NA,SP20
2891,3,1,XXXlitter,NA,Dead,NA,NA,SP20
2892,3,1,XXXothermoss,NA,Live,NA,NA,SP20
2893,3,2,XXXothergram,Leaf,Live,2,18.3,SP20
2894,3,2,XXXothergram,Leaf,Live,3,NA,SP20
2895,3,2,Salix arctica,Leaf,Live,1,NA,SP20
2896,3,2,XXXlitter,NA,Dead,NA,NA,SP20
2897,3,2,XXXothermoss,NA,Live,NA,NA,SP20
2898,3,3,XXXothergram,Leaf,Live,4,23,SP20
2899,3,3,Equisetum,Leaf,Live,3,NA,SP20
2900,3,3,XXXotherforb,Leaf,Live,1,NA,SP20
2901,3,3,XXXothergram,Stem,Live,1,NA,SP20
2902,3,3,XXXothergram,Leaf,Live,2,NA,SP20
2903,3,3,XXXlitter,NA,Dead,NA,NA,SP20
2904,3,3,XXXothermoss,NA,Live,NA,NA,SP20
2905,3,4,XXXothergram,Leaf,Live,2,12.6,SP20
2906,3,4,XXXothergram,Leaf,Live,1,NA,SP20
2907,3,4,Salix arctica,Leaf,Live,1,NA,SP20
2908,3,4,XXXlitter,NA,Dead,NA,NA,SP20
2909,3,4,XXXothermoss,NA,Live,NA,NA,SP20
2910,3,5,XXXothergram,Leaf,Live,1,10.4,SP20
2911,3,5,XXXothergram,Leaf,Live,2,NA,SP20
2912,3,5,XXXlitter,NA,Dead,NA,NA,SP20
2913,3,5,XXXothermoss,NA,Live,NA,NA,SP20
2914,3,6,XXXothergram,Leaf,Live,1,17.5,SP20
2915,3,6,XXXothergram,Leaf,Live,8,NA,SP20
2916,3,6,Salix arctica,Leaf,Live,2,NA,SP20
2917,3,6,Salix arctica,Stem,Live,2,NA,SP20
2918,3,6,XXXlitter,NA,Dead,NA,NA,SP20
2919,3,6,XXXothermoss,NA,Live,NA,NA,SP20
2920,4,1,XXXothergram,Leaf,Live,1,17.4,SP20
2921,4,1,XXXothergram,Leaf,Live,9,NA,SP20
2922,4,1,Equisetum,Leaf,Live,2,NA,SP20
2923,4,1,Salix richardsonii,Stem,Live,1,NA,SP20
2924,4,1,XXXlitter,NA,Dead,NA,NA,SP20
2925,4,1,XXXothermoss,NA,Live,NA,NA,SP20
2926,4,2,XXXothergram,Leaf,Live,1,30.6,SP20
2927,4,2,Salix richardsonii,Stem,Live,1,NA,SP20
2928,4,2,XXXlitter,NA,Dead,NA,NA,SP20
2929,4,2,XXXothermoss,NA,Live,NA,NA,SP20
2930,4,3,Equisetum,Leaf,Live,1,15.8,SP20
2931,4,3,XXXothergram,Leaf,Live,2,NA,SP20
2932,4,3,Salix arctica,Stem,Live,1,NA,SP20
2933,4,3,XXXlitter,NA,Dead,NA,NA,SP20
2934,4,3,XXXothermoss,NA,Live,NA,NA,SP20
2935,4,4,Equisetum,Leaf,Live,2,18.1,SP20
2936,4,4,XXXothergram,Leaf,Live,2,NA,SP20
2937,4,4,XXXothergram,Leaf,Live,2,NA,SP20
2938,4,4,Salix arctica,Stem,Live,1,NA,SP20
2939,4,4,XXXlitter,NA,Dead,NA,NA,SP20
2940,4,4,XXXothermoss,NA,Live,NA,NA,SP20
2941,4,5,XXXothergram,Leaf,Live,1,21.2,SP20
2942,4,5,XXXothergram,Leaf,Live,2,NA,SP20
2943,4,5,Salix arctica,Leaf,Live,2,NA,SP20
2944,4,5,XXXlitter,NA,Dead,NA,NA,SP20
2945,4,5,XXXothermoss,NA,Live,NA,NA,SP20
2946,4,6,XXXothergram,Flower stalk,Live,1,16.9,SP20
2947,4,6,XXXothergram,Leaf,Live,1,NA,SP20
2948,4,6,XXXothergram,Leaf,Live,2,NA,SP20
2949,4,6,XXXotherforb,Leaf,Live,1,NA,SP20
2950,4,6,XXXlitter,NA,Dead,NA,NA,SP20
2951,4,6,XXXothermoss,NA,Live,NA,NA,SP20
2952,5,1,Equisetum,Leaf,Live,6,8.6,SP20
2953,5,1,Equisetum,Stem,Live,1,NA,SP20
2954,5,1,XXXothergram,Leaf,Live,2,NA,SP20
2955,5,1,XXXlitter,NA,Dead,NA,NA,SP20
2956,5,1,XXXothermoss,NA,Live,NA,NA,SP20
2957,5,4,XXXothergram,Leaf,Live,3,17,SP20
2958,5,4,XXXothergram,Leaf,Live,1,NA,SP20
2959,5,4,XXXlitter,NA,Dead,NA,NA,SP20
2960,5,4,XXXothermoss,NA,Live,NA,NA,SP20
2961,5,5,Salix richardsonii,Leaf,Live,3,30.2,SP20
2962,5,5,XXXothergram,Leaf,Live,3,NA,SP20
2963,5,5,XXXothergram,Leaf,Live,7,NA,SP20
2964,5,5,Salix arctica,Leaf,Live,1,NA,SP20
2965,5,5,XXXlitter,NA,Dead,NA,NA,SP20
2966,5,5,XXXothermoss,NA,Live,NA,NA,SP20
2967,5,6,XXXothergram,Leaf,Live,3,28.1,SP20
2968,5,6,XXXothergram,Leaf,Live,4,NA,SP20
2969,5,6,XXXotherforb,Leaf,Live,1,NA,SP20
2970,5,6,XXXlitter,NA,Dead,NA,NA,SP20
2971,5,6,XXXothermoss,NA,Live,NA,NA,SP20
2972,6,1,XXXothergram,Leaf,Live,5,21.3,SP20
2973,6,1,XXXothergram,Leaf,Live,3,NA,SP20
2974,6,1,XXXlitter,NA,Dead,NA,NA,SP20
2975,6,1,XXXothermoss,NA,Live,NA,NA,SP20
2976,6,2,XXXothergram,Leaf,Live,3,37.5,SP20
2977,6,2,XXXothergram,Leaf,Live,1,NA,SP20
2978,6,2,Equisetum,Leaf,Live,3,NA,SP20
2979,6,2,Salix arctica,Leaf,Live,3,NA,SP20
2980,6,2,XXXlitter,NA,Dead,NA,NA,SP20
2981,6,2,XXXothermoss,NA,Live,NA,NA,SP20
2982,6,3,Equisetum,Leaf,Live,3,20.4,SP20
2983,6,3,XXXothergram,Leaf,Live,2,NA,SP20
2984,6,3,XXXlitter,NA,Dead,NA,NA,SP20
2985,6,3,XXXothermoss,NA,Live,NA,NA,SP20
2986,6,4,XXXothergram,Leaf,Live,1,8.3,SP20
2987,6,4,Salix arctica,Leaf,Live,1,NA,SP20
2988,6,4,Salix arctica,Leaf,Live,1,NA,SP20
2989,6,4,XXXlitter,NA,Dead,NA,NA,SP20
2990,6,4,XXXothermoss,NA,Live,NA,NA,SP20
2991,6,5,Salix richardsonii,Leaf,Live,2,31,SP20
2992,6,5,XXXothergram,Leaf,Live,6,NA,SP20
2993,6,5,XXXothergram,Leaf,Live,2,NA,SP20
2994,6,5,Equisetum,Leaf,Live,1,NA,SP20
2995,6,5,XXXlitter,NA,Dead,NA,NA,SP20
2996,6,5,XXXothermoss,NA,Live,NA,NA,SP20
2997,6,6,Salix richardsonii,Stem,Live,1,28.5,SP20
2998,6,6,XXXothergram,Leaf,Live,2,NA,SP20
2999,6,6,XXXotherforb,Leaf,Live,1,NA,SP20
3000,6,6,XXXlitter,NA,Dead,NA,NA,SP20
3001,6,6,XXXothermoss,NA,Live,NA,NA,SP20
3002,1,1,XXXothergram,Leaf,Live,2,10.6,SP21
3003,1,1,Equisetum,Leaf,Live,1,NA,SP21
3004,1,1,Salix arctica,Stem,Live,1,NA,SP21
3005,1,1,XXXlitter,NA,Dead,NA,NA,SP21
3006,1,2,Equisetum,Leaf,Live,1,8.6,SP21
3007,1,2,Salix arctica,Leaf,Live,1,NA,SP21
3008,1,2,XXXlitter,NA,Dead,NA,NA,SP21
3009,1,3,XXXothergram,Stem,Live,1,8.5,SP21
3010,1,3,XXXlitter,NA,Dead,NA,NA,SP21
3011,1,3,XXXothermoss,NA,Live,NA,NA,SP21
3012,1,4,Equisetum,Leaf,Live,1,16,SP21
3013,1,4,XXXothermoss,NA,Live,NA,NA,SP21
3014,1,5,XXXothergram,Leaf,Live,2,19,SP21
3015,1,5,XXXothergram,Leaf,Live,1,NA,SP21
3016,1,5,XXXotherforb,Leaf,Live,1,NA,SP21
3017,1,5,XXXothermoss,NA,Live,NA,NA,SP21
3018,1,6,Equisetum,Leaf,Live,2,20.3,SP21
3019,1,6,Equisetum,Stem,Live,1,NA,SP21
3020,1,6,XXXothergram,Leaf,Live,1,NA,SP21
3021,1,6,XXXothergram,Leaf,Live,3,NA,SP21
3022,1,6,XXXlitter,NA,Dead,NA,NA,SP21
3023,2,1,Equisetum,Stem,Live,1,18.1,SP21
3024,2,1,XXXothergram,Leaf,Live,1,NA,SP21
3025,2,1,XXXothergram,Leaf,Live,1,NA,SP21
3026,2,1,XXXotherforb,Leaf,Live,3,NA,SP21
3027,2,1,XXXlitter,NA,Dead,NA,NA,SP21
3028,2,1,XXXothermoss,NA,Live,NA,NA,SP21
3029,2,2,Equisetum,Leaf,Live,1,12.1,SP21
3030,2,2,XXXotherforb,Leaf,Live,1,NA,SP21
3031,2,2,XXXothergram,Leaf,Live,2,NA,SP21
3032,2,2,XXXlitter,NA,Dead,NA,NA,SP21
3033,2,2,XXXothermoss,NA,Live,NA,NA,SP21
3034,2,3,XXXotherforb,Leaf,Live,1,11.5,SP21
3035,2,3,XXXotherforb,Stem,Live,1,NA,SP21
3036,2,3,Salix arctica,Leaf,Live,1,NA,SP21
3037,2,3,Equisetum,Stem,Live,1,NA,SP21
3038,2,3,XXXlitter,NA,Dead,NA,NA,SP21
3039,2,3,XXXothermoss,NA,Live,NA,NA,SP21
3040,2,4,XXXothergram,Leaf,Live,1,4.2,SP21
3041,2,4,XXXothergram,Leaf,Live,2,NA,SP21
3042,2,4,XXXotherforb,Leaf,Live,1,NA,SP21
3043,2,4,XXXotherforb,Stem,Live,1,NA,SP21
3044,2,4,XXXothermoss,NA,Live,NA,NA,SP21
3045,2,5,XXXothergram,Leaf,Live,2,16.3,SP21
3046,2,5,XXXothergram,Leaf,Live,5,NA,SP21
3047,2,5,Equisetum,Leaf,Live,2,NA,SP21
3048,2,5,XXXothermoss,NA,Live,NA,NA,SP21
3049,2,6,XXXothergram,Leaf,Live,1,14.9,SP21
3050,2,6,XXXothergram,Leaf,Live,3,NA,SP21
3051,2,6,XXXlitter,NA,Dead,NA,NA,SP21
3052,2,6,XXXothermoss,NA,Live,NA,NA,SP21
3053,3,1,Equisetum,Leaf,Live,2,17.5,SP21
3054,3,1,Equisetum,Stem,Live,1,NA,SP21
3055,3,1,XXXotherforb,Leaf,Live,1,NA,SP21
3056,3,1,XXXotherforb,Stem,Live,1,NA,SP21
3057,3,1,XXXlitter,NA,Dead,NA,NA,SP21
3058,3,1,XXXothermoss,NA,Live,NA,NA,SP21
3059,3,2,Equisetum,Leaf,Live,1,10.1,SP21
3060,3,2,XXXothergram,Leaf,Live,1,NA,SP21
3061,3,2,XXXotherforb,Leaf,Live,3,NA,SP21
3062,3,2,XXXothergram,Leaf,Live,2,NA,SP21
3063,3,2,XXXothermoss,NA,Live,NA,NA,SP21
3064,3,3,XXXothergram,Leaf,Live,4,21,SP21
3065,3,3,XXXothergram,Leaf,Live,3,NA,SP21
3066,3,3,Equisetum,Leaf,Live,2,NA,SP21
3067,3,3,XXXlitter,NA,Dead,NA,NA,SP21
3068,3,4,XXXothergram,Leaf,Live,1,10.1,SP21
3069,3,4,Salix arctica,Leaf,Live,4,NA,SP21
3070,3,4,XXXothergram,Leaf,Live,1,NA,SP21
3071,3,4,XXXlitter,NA,Dead,NA,NA,SP21
3072,3,4,XXXothermoss,NA,Live,NA,NA,SP21
3073,3,5,XXXothergram,Leaf,Live,3,9.1,SP21
3074,3,5,XXXothermoss,NA,Live,NA,NA,SP21
3075,3,6,XXXotherforb,Leaf,Live,1,10.2,SP21
3076,3,6,XXXothergram,Leaf,Live,4,NA,SP21
3077,3,6,XXXlitter,NA,Dead,NA,NA,SP21
3078,3,6,XXXothermoss,NA,Live,NA,NA,SP21
3079,4,1,XXXothergram,Leaf,Live,3,10.3,SP21
3080,4,1,XXXothermoss,NA,Live,NA,NA,SP21
3081,4,2,XXXothergram,Leaf,Live,1,13,SP21
3082,4,2,XXXotherforb,Leaf,Live,2,NA,SP21
3083,4,2,XXXothermoss,NA,Live,NA,NA,SP21
3084,4,3,Equisetum,Leaf,Live,4,14.5,SP21
3085,4,3,XXXothergram,Leaf,Live,2,NA,SP21
3086,4,3,Salix arctica,Leaf,Live,1,NA,SP21
3087,4,3,Salix arctica,Stem,Live,1,NA,SP21
3088,4,3,XXXothermoss,NA,Live,NA,NA,SP21
3089,4,4,XXXothergram,Leaf,Live,1,8.6,SP21
3090,4,4,XXXothergram,Leaf,Live,1,NA,SP21
3091,4,4,XXXothermoss,NA,Live,NA,NA,SP21
3092,4,5,XXXothermoss,NA,Live,NA,0,SP21
3093,4,6,XXXothergram,Leaf,Live,3,15.4,SP21
3094,4,6,XXXothergram,Leaf,Live,1,NA,SP21
3095,4,6,XXXlitter,NA,Dead,NA,NA,SP21
3096,4,6,XXXothermoss,NA,Live,NA,NA,SP21
3097,5,1,XXXothergram,Leaf,Live,1,32.5,SP21
3098,5,1,XXXothergram,Leaf,Live,1,NA,SP21
3099,5,1,XXXotherforb,Leaf,Live,1,NA,SP21
3100,5,1,XXXothermoss,NA,Live,NA,NA,SP21
3101,5,2,XXXothergram,Leaf,Live,3,0.9,SP21
3102,5,2,XXXothermoss,NA,Live,NA,NA,SP21
3103,5,3,XXXothergram,Leaf,Live,1,13.6,SP21
3104,5,3,Equisetum,Leaf,Live,1,NA,SP21
3105,5,3,XXXothergram,Leaf,Live,2,NA,SP21
3106,5,3,XXXothermoss,NA,Live,NA,NA,SP21
3107,5,3,XXXlitter,NA,Dead,NA,NA,SP21
3108,5,4,XXXlitter,NA,Dead,NA,0,SP21
3109,5,4,XXXothermoss,NA,Live,NA,NA,SP21
3110,5,5,XXXothergram,Leaf,Live,1,11.8,SP21
3111,5,5,XXXothergram,Leaf,Live,2,NA,SP21
3112,5,5,XXXlitter,NA,Dead,NA,NA,SP21
3113,5,5,XXXothermoss,NA,Live,NA,NA,SP21
3114,5,6,XXXothergram,Leaf,Live,1,16.9,SP21
3115,5,6,Salix arctica,Leaf,Live,2,NA,SP21
3116,5,6,XXXotherforb,Leaf,Live,1,NA,SP21
3117,5,6,XXXlitter,NA,Dead,NA,NA,SP21
3118,6,1,XXXothergram,Leaf,Live,1,15.5,SP21
3119,6,1,XXXothergram,Leaf,Live,2,NA,SP21
3120,6,1,XXXlitter,NA,Dead,NA,NA,SP21
3121,6,1,XXXothermoss,NA,Live,NA,NA,SP21
3122,6,2,XXXothergram,Leaf,Live,1,11.9,SP21
3123,6,2,XXXothergram,Leaf,Live,3,NA,SP21
3124,6,2,XXXotherforb,Stem,Live,1,NA,SP21
3125,6,2,XXXothermoss,NA,Live,NA,NA,SP21
3126,6,3,Salix richardsonii,Leaf,Live,2,13.5,SP21
3127,6,3,Equisetum,Leaf,Live,3,NA,SP21
3128,6,3,Equisetum,Stem,Live,1,NA,SP21
3129,6,3,XXXotherforb,Leaf,Live,1,NA,SP21
3130,6,3,XXXlitter,NA,Dead,NA,NA,SP21
3131,6,3,XXXothermoss,NA,Live,NA,NA,SP21
3132,6,4,Equisetum,Stem,Live,2,14.9,SP21
3133,6,4,XXXothergram,Leaf,Live,1,NA,SP21
3134,6,4,XXXothergram,Leaf,Live,2,NA,SP21
3135,6,4,XXXotherforb,Stem,Live,1,NA,SP21
3136,6,4,XXXlitter,NA,Dead,NA,NA,SP21
3137,6,4,XXXothermoss,NA,Live,NA,NA,SP21
3138,6,5,Equisetum,Leaf,Live,1,11.5,SP21
3139,6,5,XXXlitter,NA,Dead,NA,NA,SP21
3140,6,5,XXXothermoss,NA,Live,NA,NA,SP21
3141,6,6,Equisetum,Leaf,Live,1,8.2,SP21
3142,6,6,Equisetum,Stem,Live,1,NA,SP21
3143,6,6,Equisetum,Stem,Live,1,NA,SP21
3144,6,6,XXXothermoss,NA,Live,NA,NA,SP21
3145,1,1,Salix richardsonii,Leaf,Live,1,29.7,SP22
3146,1,1,XXXothermoss,NA,Live,NA,NA,SP22
3147,1,2,Salix richardsonii,Leaf,Live,2,27.6,SP22
3148,1,2,XXXotherforb,Leaf,Live,1,NA,SP22
3149,1,2,XXXlitter,NA,Dead,NA,NA,SP22
3150,1,2,XXXothermoss,NA,Live,NA,NA,SP22
3151,1,3,Equisetum,Leaf,Live,3,25.8,SP22
3152,1,3,Salix richardsonii,Stem,Live,1,NA,SP22
3153,1,3,XXXothermoss,NA,Live,NA,NA,SP22
3154,1,4,Salix richardsonii,Leaf,Live,3,44,SP22
3155,1,4,Salix richardsonii,Stem,Live,2,NA,SP22
3156,1,4,Equisetum,Stem,Live,2,NA,SP22
3157,1,4,XXXlitter,NA,Dead,NA,NA,SP22
3158,1,4,XXXothermoss,NA,Live,NA,NA,SP22
3159,1,5,Salix richardsonii,Stem,Live,1,18.1,SP22
3160,1,5,XXXothergram,Leaf,Live,2,NA,SP22
3161,1,5,XXXlitter,NA,Dead,NA,NA,SP22
3162,1,5,XXXothermoss,NA,Live,NA,NA,SP22
3163,1,6,Salix richardsonii,Leaf,Live,2,36.7,SP22
3164,1,6,XXXothermoss,NA,Live,NA,NA,SP22
3165,2,1,Equisetum,Leaf,Live,2,28.6,SP22
3166,2,1,XXXothergram,Leaf,Live,1,NA,SP22
3167,2,1,XXXothergram,Leaf,Live,2,NA,SP22
3168,2,1,XXXlitter,NA,Dead,NA,NA,SP22
3169,2,1,XXXothermoss,NA,Live,NA,NA,SP22
3170,2,2,Equisetum,Leaf,Live,6,24.2,SP22
3171,2,2,Salix richardsonii,Stem,Live,2,NA,SP22
3172,2,2,XXXothergram,Leaf,Live,1,NA,SP22
3173,2,2,XXXlitter,NA,Dead,NA,NA,SP22
3174,2,3,Salix richardsonii,Leaf,Live,1,33.2,SP22
3175,2,3,Salix richardsonii,Stem,Live,1,NA,SP22
3176,2,3,Salix arctica,Leaf,Live,1,NA,SP22
3177,2,3,Equisetum,Leaf,Live,1,NA,SP22
3178,2,3,XXXlitter,NA,Dead,NA,NA,SP22
3179,2,3,XXXothermoss,NA,Live,NA,NA,SP22
3180,2,4,XXXothergram,Leaf,Live,2,28,SP22
3181,2,4,Salix richardsonii,Leaf,Live,2,NA,SP22
3182,2,4,Salix richardsonii,Stem,Live,2,NA,SP22
3183,2,4,XXXlitter,NA,Dead,NA,NA,SP22
3184,2,4,XXXothermoss,NA,Live,NA,NA,SP22
3185,2,5,Salix richardsonii,Leaf,Live,1,34.5,SP22
3186,2,5,XXXothergram,Leaf,Live,1,NA,SP22
3187,2,5,Salix richardsonii,Stem,Live,1,NA,SP22
3188,2,5,Salix arctica,Leaf,Live,1,NA,SP22
3189,2,5,XXXothermoss,NA,Live,NA,NA,SP22
3190,2,6,Salix richardsonii,Leaf,Live,2,24.3,SP22
3191,2,6,Salix richardsonii,Stem,Live,1,NA,SP22
3192,2,6,XXXothergram,Leaf,Live,2,NA,SP22
3193,2,6,Equisetum,Leaf,Live,3,NA,SP22
3194,2,6,XXXothermoss,NA,Live,NA,NA,SP22
3195,3,1,XXXothergram,Leaf,Live,1,34.3,SP22
3196,3,1,Equisetum,Leaf,Live,4,NA,SP22
3197,3,1,XXXothergram,Leaf,Live,1,NA,SP22
3198,3,1,XXXothermoss,NA,Live,NA,NA,SP22
3199,3,2,Salix richardsonii,Leaf,Live,1,30.4,SP22
3200,3,2,XXXothergram,Leaf,Live,2,NA,SP22
3201,3,2,Equisetum,Leaf,Live,2,NA,SP22
3202,3,2,Salix richardsonii,Stem,Live,2,NA,SP22
3203,3,2,XXXlitter,NA,Dead,NA,NA,SP22
3204,3,2,XXXothermoss,NA,Live,NA,NA,SP22
3205,3,3,Salix richardsonii,Leaf,Live,1,31.2,SP22
3206,3,3,Equisetum,Leaf,Live,5,NA,SP22
3207,3,3,Salix richardsonii,Stem,Live,2,NA,SP22
3208,3,3,Salix richardsonii,Stem,Live,1,NA,SP22
3209,3,3,XXXothergram,Leaf,Live,1,NA,SP22
3210,3,3,XXXlitter,NA,Dead,NA,NA,SP22
3211,3,3,XXXothermoss,NA,Live,NA,NA,SP22
3212,3,4,XXXothergram,Leaf,Live,1,27.1,SP22
3213,3,4,XXXothergram,Leaf,Live,1,NA,SP22
3214,3,4,Salix richardsonii,Stem,Live,1,NA,SP22
3215,3,4,XXXothermoss,NA,Live,NA,NA,SP22
3216,3,5,Salix richardsonii,Leaf,Live,2,31,SP22
3217,4,5,Salix richardsonii,Stem,Live,1,NA,SP22
3218,4,5,Equisetum,Leaf,Live,3,NA,SP22
3219,4,5,XXXlitter,NA,Dead,NA,NA,SP22
3220,4,6,Equisetum,Leaf,Live,1,25.1,SP22
3221,4,6,Salix richardsonii,Stem,Live,1,NA,SP22
3222,4,6,Salix richardsonii,Stem,Live,1,NA,SP22
3223,4,6,XXXlitter,NA,Dead,NA,NA,SP22
3224,4,6,XXXothermoss,NA,Live,NA,NA,SP22
3225,5,1,Salix richardsonii,Leaf,Live,3,28.5,SP22
3226,5,1,XXXothergram,Leaf,Live,1,NA,SP22
3227,5,1,XXXothergram,Leaf,Live,1,NA,SP22
3228,5,1,Salix richardsonii,Stem,Live,1,NA,SP22
3229,5,1,Salix richardsonii,Stem,Live,1,NA,SP22
3230,5,1,XXXothermoss,NA,Live,NA,NA,SP22
3231,5,1,XXXlitter,NA,Dead,NA,NA,SP22
3232,5,2,Salix richardsonii,Leaf,Live,2,39.1,SP22
3233,5,2,Salix richardsonii,Stem,Live,1,NA,SP22
3234,5,2,Equisetum,Leaf,Live,4,NA,SP22
3235,5,2,XXXothergram,Leaf,Live,2,NA,SP22
3236,5,2,XXXothergram,Leaf,Live,1,NA,SP22
3237,5,2,XXXlitter,NA,Dead,NA,NA,SP22
3238,5,2,XXXothermoss,NA,Live,NA,NA,SP22
3239,5,3,Salix richardsonii,Leaf,Live,2,31.1,SP22
3240,5,3,Equisetum,Leaf,Live,3,NA,SP22
3241,5,3,Salix richardsonii,Stem,Live,1,NA,SP22
3242,5,3,Salix richardsonii,Stem,Live,1,NA,SP22
3243,5,3,XXXotherforb,Leaf,Live,1,NA,SP22
3244,5,3,XXXothermoss,NA,Live,NA,NA,SP22
3245,5,4,Salix richardsonii,Leaf,Live,1,36.4,SP22
3246,5,4,Salix richardsonii,Stem,Live,1,NA,SP22
3247,5,4,XXXothermoss,NA,Live,NA,NA,SP22
3248,5,5,Salix richardsonii,Leaf,Live,2,29.6,SP22
3249,5,5,XXXothergram,Leaf,Live,1,NA,SP22
3250,5,5,XXXothergram,Leaf,Live,4,NA,SP22
3251,5,5,Equisetum,Leaf,Live,2,NA,SP22
3252,5,5,Salix richardsonii,Stem,Live,1,NA,SP22
3253,5,5,XXXothermoss,NA,Live,NA,NA,SP22
3254,5,6,Salix richardsonii,Leaf,Live,3,26.6,SP22
3255,5,6,Equisetum,Leaf,Live,2,NA,SP22
3256,5,6,Equisetum,Leaf,Live,3,NA,SP22
3257,5,6,XXXothermoss,NA,Live,NA,NA,SP22
3258,6,1,Salix richardsonii,Leaf,Live,4,42,SP22
3259,6,1,XXXothergram,Leaf,Live,1,NA,SP22
3260,6,1,Equisetum,Leaf,Live,3,NA,SP22
3261,6,1,XXXlitter,NA,Dead,NA,NA,SP22
3262,6,2,Salix richardsonii,Leaf,Live,4,45.5,SP22
3263,6,2,Salix richardsonii,Stem,Live,3,NA,SP22
3264,6,2,Equisetum,Leaf,Live,2,NA,SP22
3265,6,2,XXXothergram,Leaf,Live,1,NA,SP22
3266,6,2,XXXlitter,NA,Dead,NA,NA,SP22
3267,6,3,Salix richardsonii,Leaf,Live,1,40.1,SP22
3268,6,3,XXXothergram,Leaf,Live,1,NA,SP22
3269,6,3,XXXothergram,Leaf,Live,2,NA,SP22
3270,6,3,XXXlitter,NA,Dead,NA,NA,SP22
3271,6,3,XXXothermoss,NA,Live,NA,NA,SP22
3272,6,4,Equisetum,Leaf,Live,1,14.9,SP22
3273,6,4,XXXothergram,Leaf,Live,1,NA,SP22
3274,6,4,Salix richardsonii,Stem,Live,1,NA,SP22
3275,6,4,XXXothermoss,NA,Live,NA,NA,SP22
3276,6,5,Salix richardsonii,Leaf,Live,2,71,SP22
3277,6,5,Equisetum,Leaf,Live,3,NA,SP22
3278,6,5,Equisetum,Stem,Live,1,NA,SP22
3279,6,5,XXXothermoss,NA,Live,NA,NA,SP22
3280,6,6,Salix richardsonii,Leaf,Live,1,28.5,SP22
3281,6,6,XXXothergram,Leaf,Live,1,NA,SP22
3282,6,6,XXXothergram,Leaf,Live,1,NA,SP22
3283,6,6,Equisetum,Leaf,Live,2,NA,SP22
3284,6,6,XXXothermoss,NA,Live,NA,NA,SP22
3285,1,1,Salix richardsonii,Leaf,Live,2,43.5,SP23
3286,1,1,Salix richardsonii,Stem,Live,2,NA,SP23
3287,1,1,Salix richardsonii,Stem,Live,1,NA,SP23
3288,1,1,XXXothergram,Leaf,Live,1,NA,SP23
3289,1,1,XXXlitter,NA,Dead,NA,NA,SP23
3290,1,1,XXXothermoss,NA,Live,NA,NA,SP23
3291,1,2,Salix richardsonii,Leaf,Live,3,36.1,SP23
3292,1,2,Salix richardsonii,Stem,Live,2,NA,SP23
3293,1,2,XXXothergram,Leaf,Live,1,NA,SP23
3294,1,2,XXXlitter,NA,Dead,NA,NA,SP23
3295,1,2,XXXothermoss,NA,Live,NA,NA,SP23
3296,1,3,Salix richardsonii,Leaf,Live,2,32.9,SP23
3297,1,3,Salix richardsonii,Stem,Live,1,NA,SP23
3298,1,3,Equisetum,Leaf,Live,4,NA,SP23
3299,1,3,XXXlitter,NA,Dead,NA,NA,SP23
3300,1,3,XXXothermoss,NA,Live,NA,NA,SP23
3301,1,3,Salix richardsonii,Stem,Live,1,NA,SP23
3302,1,4,Salix richardsonii,Leaf,Live,3,39.7,SP23
3303,1,4,XXXothergram,Leaf,Live,1,NA,SP23
3304,1,4,Equisetum,Leaf,Live,3,NA,SP23
3305,1,4,XXXotherforb,Leaf,Live,1,NA,SP23
3306,1,4,XXXfungus,NA,NA,NA,NA,SP23
3307,1,4,XXXlitter,NA,Dead,NA,NA,SP23
3308,1,4,XXXothermoss,NA,Live,NA,NA,SP23
3309,1,5,Salix richardsonii,Leaf,Live,2,NA,SP23
3310,1,5,Salix richardsonii,Stem,Live,1,NA,SP23
3311,1,5,Equisetum,Leaf,Live,3,NA,SP23
3312,1,5,XXXothergram,Leaf,Live,1,NA,SP23
3313,1,5,XXXothergram,Leaf,Live,1,NA,SP23
3314,1,5,XXXlitter,NA,Dead,NA,NA,SP23
